id,1,2,3,4,5,target
B-2020_U10,"""Management of my device is very important, and encryption and backup are important.
Beware of spoofing and fake links""",,,,,0
B-2020_U11,,,"""What should I do if I lose it while offline on a computer, etc. Should I give up?""","""is not.""","""Today's content was very intensive, but I'm glad I got a lot of knowledge that I can use in the future.""",1
B-2020_U11,,,"""What should I do if I lose it while offline on a computer, etc. Should I give up?""","""is not.""","""Today's content was very intensive, but I'm glad I got a lot of knowledge that I can use in the future.""",1
B-2020_U11,,,"""What should I do if I lose it while offline on a computer, etc. Should I give up?""","""is not.""","""Today's content was very intensive, but I'm glad I got a lot of knowledge that I can use in the future.""",1
B-2020_U13,"""How to protect information and points to be targeted""","""Good passwords and how to protect each device, how to use wi-fi properly""",,,,1
B-2020_U13,"""How to protect information and points to be targeted""","""Good passwords and how to protect each device, how to use wi-fi properly""",,,,1
B-2020_U14,,,"""I didn't know how to restore from backup on my device.""",,,1
B-2020_U15,"Information devices contain important information, so it is important to set a password and back them up in case of loss, theft, or malware attack. Be careful and avoid entering important information.""",,,,,1
B-2020_U16,"""Attacks that exploit security vulnerabilities occur frequently, and there is no complete guarantee. However, in order to protect personal information, please set up information devices such as PCs and smartphones and update them to the latest version regularly. In addition, regarding password management, it is necessary to set passwords that can be managed by individuals so that they do not use strings that can be easily guessed or reused.""",,,,"""I myself use a Mac and an iPhone. Since they are synchronized with iCloud, if the security of one of the terminals is breached, the other will also be useless. As a countermeasure, the Mac The iPhone has fingerprint authentication, the iPhone has a face authentication system, and the password itself is set to something completely different.Based on this class, I need to make these settings again to ensure safety. I felt that.""",0
B-2020_U16,"""Attacks that exploit security vulnerabilities occur frequently, and there is no complete guarantee. However, in order to protect personal information, please set up information devices such as PCs and smartphones and update them to the latest version regularly. In addition, regarding password management, it is necessary to set passwords that can be managed by individuals so that they do not use strings that can be easily guessed or reused.""",,,,"""I myself use a Mac and an iPhone. Since they are synchronized with iCloud, if the security of one of the terminals is breached, the other will also be useless. As a countermeasure, the Mac The iPhone has fingerprint authentication, the iPhone has a face authentication system, and the password itself is set to something completely different.Based on this class, I need to make these settings again to ensure safety. I felt that.""",0
