id,1,2,3,4,5,target
C-2021-1_U10,"""Correlation, data spread and variance
What is a Statistical Test
Image processing and analysis (filtering)""","""Correlation is a way of describing the relationship between two quantities, divided into positive, negative and uncorrelated.
The distribution indicates what kind of data is available and how much, and the variance indicates how spread out the data is.
Statistical testing is a method of arguing whether there is a difference based on probability, and evaluates the probability of obtaining data.
A process of grayscale conversion that uses the number of pixels in an area of ​​an input image to obtain the value of one pixel of an output image is called filtering, and includes linear filtering, averaging filtering, differential filtering, and the like. """,,,,-2
C-2021-1_U10,"""Correlation, data spread and variance
What is a Statistical Test
Image processing and analysis (filtering)""","""Correlation is a way of describing the relationship between two quantities, divided into positive, negative and uncorrelated.
The distribution indicates what kind of data is available and how much, and the variance indicates how spread out the data is.
Statistical testing is a method of arguing whether there is a difference based on probability, and evaluates the probability of obtaining data.
A process of grayscale conversion that uses the number of pixels in an area of ​​an input image to obtain the value of one pixel of an output image is called filtering, and includes linear filtering, averaging filtering, differential filtering, and the like. """,,,,-2
C-2021-1_U101,"""Correlation shows the relationship between two quantities. Distribution shows what kind of data exists and how much. Examples include performance distributions and customer distributions. From distributions, maximum/minimum and average・There is a distribution, etc., and the characteristics of the group can be understood from the distribution.Dispersion represents the degree of scattering of data.Correlation includes positive correlation, negative correlation, and dreaminess, and when the correlation coefficient is positive Positive correlation, negative correlation when negative, no correlation when 0. Statistical evaluation is a mechanism for statistically evaluating differences, and an image is a mass of data. It is used in various situations in daily life, such as object recognition, object detection, segmentation, and 3D reconstruction.There are also methods for image filtering.""",,,,,-2
C-2021-1_U102,,"""When analyzing data, I found that knowledge such as mathematics that I had learned since high school was applied.""","""It was a bit confusing because I still don't understand linear algebra very well.""",,"""I found it interesting that the data I usually deal with and the mathematics I had learned so far were directly connected.""",-2
C-2021-1_U102,,"""When analyzing data, I found that knowledge such as mathematics that I had learned since high school was applied.""","""It was a bit confusing because I still don't understand linear algebra very well.""",,"""I found it interesting that the data I usually deal with and the mathematics I had learned so far were directly connected.""",-2
C-2021-1_U102,,"""When analyzing data, I found that knowledge such as mathematics that I had learned since high school was applied.""","""It was a bit confusing because I still don't understand linear algebra very well.""",,"""I found it interesting that the data I usually deal with and the mathematics I had learned so far were directly connected.""",-2
C-2021-1_U103,,,"""I didn't know how to actually calculate the image processing.""",,,-1
C-2021-1_U104,"""In the class on correlation and variance, I learned how to analyze relationships such as positive correlation and negative correlation from the degree of scattering when data are arranged on a coordinate plane and how they are scattered.""","""I was able to understand the dispersion, the strength of the correlation, and the type. I also learned how to predict the shape from the correlation coefficient.""",,,,-1
C-2021-1_U104,"""In the class on correlation and variance, I learned how to analyze relationships such as positive correlation and negative correlation from the degree of scattering when data are arranged on a coordinate plane and how they are scattered.""","""I was able to understand the dispersion, the strength of the correlation, and the type. I also learned how to predict the shape from the correlation coefficient.""",,,,-1
C-2021-1_U105,"""Correlation is the relationship between two quantities. Variance is the spread of the data. Statistical tests are used when the number of data is insufficient to obtain a meaningful difference. The purpose is to show that there is. If the significance level is judged by a small percentage, it is easy to reject it probabilistically.""","""Correlation indicates the relationship between two quantities, and can be divided into positive correlation, negative correlation, and no correlation. There is a correlation coefficient that expresses the degree of correlation from -1 to 1. Correlation The number is calculated as the variance of xy/√x and the variance of y. I was able to understand more than before why the correlation coefficient was calculated this way.""","""At first, it was difficult to understand the definition of the correlation coefficient, why the formula is like this, and the significance level.""",,"""I learned how to distribute data in high school, so it was easy to understand. I only memorized how to calculate the correlation coefficient in high school, so I'm glad I understood the mechanism a little. I'll do my best to rest.""",-1
