userid,1,2,3,4,5,target
C-2021-1_U10,"""What is data
Data prediction, discovery, classification and grouping
""",,,,,-2
C-2021-1_U101,"""Data refers to facts that serve as the basis for inferring things, or materials that are coded and digitized to be processed using programs on a computer. There are various types of data. can generally be classified into four types: first, ratio data and interval data, which are worthy of quantitative data, and second, ranking data and category data, which are worthy of quantitative data.Calculation methods differ depending on the type of data. In addition, data analysis has three main tasks: prediction, discovery, and grouping.Prediction is done by preparing past data and making prediction data.However, prediction is not absolute.Correlation in data analysis There is a way of analysis.""",,,,,-2
C-2021-1_U103,,,"""None in particular.""",,,-1
C-2021-1_U105,"""Data is something that contains some kind of information. Data is generally classified into four types: quantitative data, ratio data, interval data, qualitative data, rank data, and categorical data. Each of these four types is possible. The four arithmetic operations are different.Currently, the need for data analysis is increasing in all fields.Because objective and reproducible grounds are required, and the grounds need to be expressed numerically.
""","""Images that look like two-dimensional objects with colors are representative of media data. Data that has a contextual relationship is called serial data, and includes population trends, videos, etc. There are three main tasks in data analysis. There is prediction, trend and association discovery, classification and grouping.Prediction includes not only future but also inference.Prediction models can be built from past data and inferences can be made. Clustering finds similarities in data.""",,,,-1
C-2021-1_U106,"""Data analysis is something that is very familiar to us, and it is just generalizing what we have been unconsciously thinking about in order to live better.""","""Prediction... Prediction of the future, speculation that it will be ~. Prediction by creating a prediction model from data.
Discovery…Discovering trends in data → Correlation analysis. Extraction of frequent patterns → Basket analysis.
Classification: Grouping makes it easier to analyze data, or analyzes data and groups them based on similarities. """,,,,-2
C-2021-1_U107,"""Introduction to Data Science""",,,,,0
C-2021-1_U11,"""Find associations by making predictions from data and analyzing trends by using correlation analysis. Also, if groups are determined, data are divided using grouping, and if not determined, groups are grouped using clustering. configure.""","""I learned about types of data analysis.""","""Nothing in particular.""",,"""Since I entered the field of data science from this time, I would like to organize and remember what I learned.""",-3
C-2021-1_U12,"""Various types of data and methods of data analysis""","""There are three tasks in data analysis: prediction, discovery, and classification.
I was able to fully understand that even if there is a correlation, it is not possible to know whether the correlation is certain. It is important to consider the background. I thought that I had to make sure that the information would not be misleading. """,,,"""Data analysis is something that we do on a daily basis, but there are many deep aspects such as how to divide groups and how to read graphs.""",-1
C-2021-1_U13,,,"""I understand most of it this time""","""is not""",,-2
C-2021-1_U14,,"""I felt a sense of familiarity when I learned that we also analyze data on a daily basis.""",,,,-2
C-2021-1_U15,"""Today's content felt familiar""","""Relationship between data and everyday life""",,,"""It was very informative""",-2
C-2021-1_U18,"""Correlation data is used to discover relationships in data, and graphs are important for predicting data.""","""I learned that we usually analyze data by performing three tasks: prediction, discovery, and classification.""",,,,-2
C-2021-1_U19,,"""Correlation and causation are different, so you have to be careful.
I thought that I had to be careful because I could be deceived by using graphs etc. in product advertisements etc. even though there is no actual causal relationship. """,,,,-3
C-2021-1_U20,,"""I thought that mathematics could give a unique answer, but that was only one aspect, and I found out that there are actually many solutions due to differences in grouping methods and correlation analysis methods.""",,,,-3
C-2021-1_U22,"""There are different kinds of data.""",,,,,-1
C-2021-1_U23,"""Data is the facts that serve as the basis for reasoning, reference materials and information, or coded and digitized materials that are subject to program processing by computers. Data analysis is important in all fields, but it is also meaningful. It is meaningless unless information is extracted.Data analysis includes the tasks of prediction/discovery/classification/grouping.Prediction models vary in accuracy, and prediction is not easy.Finding trends is discovery In clustering, since ""similarity"" is not precisely determined, there is often no absolute correct answer. ""","""I learned that humans live by making predictions based on past experiences. I used to think that correlation and causation are similar, but they are different."" I was convinced.""","""I think the coffee example was easy to understand, but what is the appropriate analysis method when analyzing data?""",,,-3
C-2021-1_U24,"""I learned about the definition of data, its classification, and the basic data analysis that humans usually do (prediction/discovery of trends and relationships/classification/grouping).""","""I was able to reconsider what data is in the first place. I learned that people analyze data in unexpectedly familiar situations, and I felt the need for data analysis.""",,,"""Grouping and clustering are a bit similar in terms of thinking about data separately, so I want to remember exactly. The index of clustering is ""similar"", but the criteria for judging similarity or dissimilarity depends on the person. will change, so I would like to think about what it means to be ""similar"" through future classes. """,-1
C-2021-1_U25,,,,,"""I thought it would be good if I could make use of the content that seems to be deeply connected to what I want to do in the future.""",-2
C-2021-1_U26,"""There are various types of data, and they are used according to their purpose. One of the data analysis is to investigate the correlation.""","""You can't know the causality of the data just by looking at the correlation.""",,,"""In the test, the correct answer rate for the predictive discovery grouping and the difficult words was low, so I'll do my best to review.""",0
C-2021-1_U27,,"・I learned that a pseudo-correlation is only an apparent correlation.
I learned that correlation and causation are two different things.
・It was found that frequent patterns can be identified from basket analysis. ""","""I didn't quite understand what it meant to say that the data were similar. ""","""What does it mean that predictions and recommendations are related in the second question of the quiz?""",,-3
C-2021-1_U28,,,,,"""When I heard data analysis, I had an image of difficult academic subjects such as mathematics and statistics, but through today's class, I felt that it was very familiar. Specific content such as prediction models, correlations, and grouping seems a little difficult. There was also, so I want to review.""",-2
C-2021-1_U29,"""I learned what data is, types of data, and two ways to analyze data.""","""I was able to understand the merits and difficulties of data analysis.""",,,"""It was easy to understand the data types and analysis with everyday examples.""",-1
C-2021-1_U30,,"""Data analysis is familiar, how to make predictions, discoveries and groupings using data""",,,,-1
C-2021-1_U31,"""There are three tasks in data analysis: prediction, discovery, and grouping. Prediction is to predict new data by finding trends that the obtained data follows, and discovery is to find correlations between data. In other words, grouping is to classify data based on its graphical position.""","""I often see descriptions on SNS etc. that switch correlation and causation to make it look as if there is a correlation, so I would like to be careful.""",,,"""It turns out that the data analysis is divided into different elements.""",-2
C-2021-1_U32,,,"""In grouping, 'similar' is subjective for each individual, so I thought it would be very difficult to cluster things that can't be determined mathematically because each individual clusters differently. I'll try to find out how to do it when multiple people decide the similarity. """,,"""There were many things that apply to my daily life, and the content was very interesting. There were many words that I will come across in the next class, so I'd like to review them. I'm looking forward to the next class.""",-1
C-2021-1_U34,,"""Up until now, I had only vaguely understood the word data as information, but now I understand that data can be classified in various ways. I understand.""",,,,-1
C-2021-1_U35,"""First, we learned about the four general classifications of data. Next, we confirmed through specific examples that data analysis is familiar to us. However, I learned about prediction methods (at a level I wasn't usually conscious of) and felt the difficulty.In addition, I organized the concept of correlation analysis and grouping.""",,,,"""This lecture was very interesting as it explained the theory of data analysis that I usually do. At the same time, the analysis that I usually do naturally is correct to some extent even if it is intuitive. I felt (although not exactly).""",-1
C-2021-1_U36,"""What is data?
・ Data classification　2 types
・What is data analysis?
・What is optimization?","""・Data: Things that serve as evidence, things that are used in computers, etc.
　Measured values, media data, label data, network (relationship data)
Series data: There is a context (population trends, etc.)
・First: Quantitative (ratio/interval)/Qualitative (rank/category)
　Proportion: +-×÷　Interval: +-　Ranking: >=　Category: frequency count
Second: Structured (tabular format) / Unstructured (text, image, sound)
・Appropriate analytical methods are necessary and routinely performed
　Tasks: forecasting, finding trends/relationships, classification/grouping
Prediction → I guess, the prediction model can predict where there is no data
　Trend → Whether there is a correlation, pay attention to pseudo-correlation and causality
Grouping → Clustering when there are no groups → Many problems
· Optimization: control variables, objective functions, constraints, we do this on a daily basis! """,,"""Nothing in particular""","""The story of pseudo-correlation was the most interesting. I remember hearing the question ""Q. What kind of food did 90% of Japanese criminals eat? A. Rice"" and it made me feel strange. I was. Is this also close to a pseudo-correlation in that there is another factor of ""Japanese""? I feel like it's not related, but...
When we think of data, we tend to think of it as mathematical, but it is surprisingly mundane and has many ambiguous points. It certainly seems fun to treat everyday things as data analysis. """,-2
C-2021-1_U37,,,,,"""Until now, I thought that data analysis seemed difficult and had nothing to do with me, but I realized that I was also analyzing data in a familiar way.""",-2
C-2021-1_U38,"""What is data analysis? The basics of data analysis are classified into three categories: prediction, finding trends and associations, and classification/grouping.

""",,,,"""From this time, the unit has changed, and the contents of the class, as well as a new system called BR-map, have appeared, so I would like to make good use of them.""",0
C-2021-1_U39,,"""I learned that there are many specific examples of data: measurements, media data, label data, networks.""",,,"""Hearing the talk about data analysis made me nostalgic when I remembered how I had solved many past questions and looked at trends in order to prepare for the Kyushu University entrance exam.
Also, it was interesting and easy to understand that the data analysis was explained by how to make coffee. """,-1
C-2021-1_U41,,,,,"""When I first heard about data analysis, I thought it would be difficult, but I learned that we unconsciously perform various types of analysis in our daily lives.""",-1
C-2021-1_U42,,,,,"""Until now, I thought data analysis was something formal, but I was surprised to find out that it's something that everyone does.""",-1
C-2021-1_U43,"""I learned about four common classifications of data, prediction, and correlation analysis.""","""I understand pseudo-correlations. I learned that there are many pseudo-correlations around me.""",,,,-2
C-2021-1_U44,,"""Data types, analysis, correlation analysis, clustering""",,,,0
C-2021-1_U45,"""Everyone is subconsciously analyzing data.
The three tasks in data analysis are prediction, discovery and grouping. ""","""I understand prediction, discovery and grouping.""","""The last part was a little difficult.""",,"""The idea of ​​analyzing things on a daily basis was new to me. I learned a lot about what I learned in high school, and I think I was able to understand it quite well.""",-1
C-2021-1_U46,"""There are various types of data, and the need for data analysis is increasing in every field. We also unconsciously perform data analysis such as prediction, discovery, and grouping.""","""Data can be classified into four categories: ratio data, interval data, rank data, and categorical data. From another perspective, it can also be classified into two categories: structured data and unstructured data. I found out.""",,,"""I learned that data is more familiar than I thought. I like bread, so I would like to cluster bread across the country based on various factors.""",-2
C-2021-1_U47,"""I learned the basics of data types and various data analyses.""","""I learned that there are generally quantitative data such as ratio data and interval data, and qualitative data such as rank data and categorical data.""","""There wasn't much I didn't understand.""",,"""Until now, I thought I had done very little data analysis, but I discovered that I was doing data analysis without realizing it.""",-2
C-2021-1_U48,,,"""There was nothing particularly difficult to understand.""",,"""The summer semester started this time, and I was able to listen to the class more carefully than usual because I was entering D. The data that I have unconsciously obtained so far is what I usually think I've seen people who use their brains in sports such as baseball and people who don't, but I thought again that it's only natural that there would be a difference. .""",-3
C-2021-1_U49,"""・There are various types of data such as measured values, images, videos, sounds, names, relationships, characters, documents, symbols, biological data, and medical data.
・Four major categories of data (proportion, interval, rank, category)
・Many people use data in their daily lives without being aware of it.
・Prediction (image recognition, inference, diagnosis, causal inference, recommendation) (prediction by graph using past data)
・Discovery (correlation analysis, pattern analysis) (beware of pseudo-correlation and correlation involving causality)
・Classification, grouping (classification using a certain index)
・Clustering (classification based on similarity of data that has not been classified in advance)","""・In addition to measured values, documents, voices, etc. can be used as data.
・Data is rooted in everything from everyday life to specialized research
・Some correlations involve pseudo-correlation and causation, so we must be skeptical.""",,,"""Compared to the previous talks about sorting, it was a familiar subject, so I enjoyed it in an easy-to-understand manner.""",-2
C-2021-1_U50,,,,,"""Data analysis may sound difficult, but we were surprised to find that we unconsciously perform data analysis every day. I thought I'd see if it applies.""",0
C-2021-1_U51,"""I learned about data classification, analysis, and future cases predicted from data.""","""Data has no meaning unless it is used according to the situation and place, and in other words, it has great meaning if the data is used well.
In other words, I understood that the value of data depends on how it is used rather than the content of the data itself. (This does not mean that the content does not affect the value.)
""","""Humans can distinguish between positive correlation, negative correlation, and non-correlation by looking at the correlation graph even if there is irregular data, but computers can I was wondering how you could determine the correlation.""",,"""Until now, I've been using data without being particularly conscious of it, but now that I've been told, data can also be classified according to its characteristics, and it's very important to consider which data is best to use under what conditions. That's what I thought.""",-2
C-2021-1_U52,"""About Data Analysis""","""Data analysis may seem complicated at first, but it turns out that it's an act that we've always been doing since childhood.""","""I didn't understand clustering very well""",,"""I didn't get a satisfactory score on the quiz, so I felt that preparation was important.""",0
C-2021-1_U53,"""Data is the fact that makes inferences about things, and it comes in various forms. There are measured values, media data, label data, networks, etc., and we analyze them. Data analysis is academic and social. It is also in demand physically and familiar through prediction, discovery, and grouping.""","""I made a mistake in the quiz, but I learned that sentences in novels are also one of the data in data analysis. Clustering can be done even if it is not grouped. also learned.""","""Data was abstract, so I couldn't grasp it well, but I was able to understand a little through the quiz, so I'm glad.""",,"""Today's class covered a lot of things that I had known as common sense until now, so it didn't take me long to understand. Many things in the world are used for data analysis, and even small children such as elementary school students can do it. Thinking about it makes me feel interesting.""",-2
C-2021-1_U54,"""This time, we learned about what data is. There are various types of data, but they are generally classified into four categories: ratio data, interval data, and qualitative data, which are classified as quantitative data. It is ranked data and categorical data classified into 2.In another angle, it is classified into structured data and unstructured data.When data is collected, data analysis is performed.Data analysis is mathematics We tend to think of specialized tasks such as science and technology.However, in reality, data analysis is very familiar and everyone does it unconsciously.The main tasks of data analysis There are three main types: ""prediction"", ""discovery"", and ""classification"". As for general ""prediction"", it builds a model from (unconsciously) gathered data and predicts the future. ""Discovery"" means finding correlations from the model graphs you have created. Simply put, it is a method of estimating a rough result from a certain factor that says, ""If this happens, this will happen."" ""","""There are various types of data, and once I understood them, I was convinced that everyone is doing data analysis. I was able to have a broader perspective than ever before regarding 'data.' rice field. ""","""In classification and grouping, it was a little difficult to understand because there was ambiguity such as where the data were similar.""",,,-2
C-2021-1_U55,,,"""I understand that there are various data analysis methods, but how do you do it specifically?""",,,-1
C-2021-1_U56,,"""The 'data analysis' learned in high school mathematics is used in the field of information. ""","""I had trouble understanding the difference between correlation and causation.""",,"""I entered a new unit, but it was easy to understand because the content I learned in high school mathematics was useful.""",-1
C-2021-1_U57,,,,,"""I understood most of it because there was no calculation""",0
C-2021-1_U59,,"""Data generally includes quantitative data such as ratio data, interval data, and qualitative data such as rank data and categorical data.
Prediction, discovery, and classification are the foundations of data analysis. ""","""Nothing in particular""","""Nothing in particular""","""When I heard about data analysis, I thought it was a difficult thing, but I felt that it was something very familiar to me. The story of pseudo-correlation was very interesting. I thought I should pay attention to causal relationships. Also, clustering is convenient, but I thought it would be difficult to decide how similar things are.I thought that mathematics was something that had a fixed answer, so I was very surprised to hear that it was free. .""",-1
C-2021-1_U6,"""What is data, basic methods of data analysis, and their importance""",,,,,-3
C-2021-1_U60,,"""There are some things to keep in mind when analyzing data. One of them is pseudo-correlation. Strong correlations may appear through the mediation of some factors, so the strength of correlations and causal relationships cannot be equated. You have to be careful about putting it away.""",,,,-1
C-2021-1_U61,"""Series data is data that has a contextual relationship, such as videos and character strings.
Data represented in tabular form is called structured data, and other data such as sentences and images are called unstructured data.
Even for the same model, there are various prediction models. """,,"""I didn't quite understand the difference between the various averages and the arithmetic average, which are the main representative values ​​in quantitative data.""",,"""When I heard about data analysis, I had a difficult image, but I feel that the hurdles have been lowered when I learned that what I usually do is also data analysis.
Even if I think this way of thinking is very convenient, I thought that there is still a part that I have to think about. """,-2
C-2021-1_U62,"""In the coming era, data analysis will be important. Analysis methods are easy to say, but difficult to do.""","""The streaming recommendation was done by clustering.""","""Last question of the quiz.""",,"""It was very easy to understand.""",-1
C-2021-1_U63,"""There are four types of data: ratio data, interval data, and qualitative data, ranking data and categorical data. Extracting meaningful information from data is called data analysis. In addition to the need to quantify the grounds and grounds for reproducibility, data analysis is currently being emphasized due to the accumulation of open data that awaits analysis.Data analysis is mainly formed of three things: prediction, trend, and It is divided into association discovery, classification and grouping.Data analysis is performed using prediction models for prediction, correlation for trend-related discovery, clustering for classification and grouping, but there are many points to be aware of.Data analysis seems to be a daily routine. Although it seems unrelated, in our daily life, we unconsciously analyze data and constantly perform a process called optimization to show that we are making the best possible decisions and choices.""","""I learned that prediction models require precision and that there is no absolute correct answer for clustering, but especially for the correlation used in discovering trends and associations, even if the correlation is strong, it is not a causal relationship. (Chocolate and the Nobel Prize, mathematics and height), and even if there is a causal relationship, I was able to clearly understand that it is not possible to know which one (supplements and life expectancy).""",,,"""Perhaps because I didn't get stuck in a new field, I was able to keep up with the pace of the class this time, so I was able to finish without any doubts. I'm glad I was able to finish the class without any doubts. I want to keep that in mind.""",-1
C-2021-1_U64,"""Basics of Data Science""","""Understanding grouping and clustering.""",,,"""Since correlation and causation are different, I felt that data analysis would be difficult.""",0
C-2021-1_U65,"""We live well by analyzing past data.""","""It turns out that we do data analysis casually in our lives.""",,,,-1
C-2021-1_U66,"""Classification of various data, their analysis methods, types and characteristics of viewpoints""",,,,"""I'd like to see the basic definition again.""",-1
C-2021-1_U68,,,,,"""Occasionally, in the data picked up in the news, etc., there are cases where the impression of viewers is manipulated using data that does not show a causal relationship but there is a correlation, but it is important to correctly identify such data. In the past, there was a newspaper advertisement that said, ``Children in families who subscribe to newspapers are highly motivated to learn and achieve good grades.'' I think there is a background that children who have financial leeway and parents who are highly motivated to collect information have a relatively well-developed learning environment, so I would like to re-analyze the data.""",-2
